run_id,imported_at,source_file,source_name,source_mtime,log_hash,validation_ok,records,seq_count,seq_first,seq_last,evt_count,sum_count,win_count,win_ov,ev_ov,sum_ov,complete_lap,complete_phase,complete_t,complete_reason,line_base,arc_base,ff_gain,gyro_st,arc_yaw,arc_yaw_arm,ac_tgt,bd_tgt,gyro_to,win_pre,win_start,yaw_stop,yaw_tol,yaw_gz,b_exit,a_exit
race_0f410a0209b6,2026-06-19T19:29:39,result.txt,result.txt,2026-06-19T19:29:31,0f410a0209b6,0,300,300,0,523,84,15,140,0,0,0,0,2,2870,force,950,700,2,1,0,14000,-3300,-14300,1200,1800,1800,1,260,14000,-14300,-3300
